stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Tsao Han Wen\Desktop\GITHUB\hello_git\final\allegroRedemo\bin\Debug\allegro5.cfg r
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   1.91768] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   1.91768] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   1.91769] Chose bitmap format 9
font     D                ttf.c:238  alloc_glyph_region               [   1.91910] Glyph 50: 22x19 (24x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.91911] Locking glyph region: 000000000D6A1950 0 0 24 20
font     D                ttf.c:166  unlock_current_page              [   1.91947] Unlocking page: 000000000D6A1950
font     D                ttf.c:238  alloc_glyph_region               [   1.91956] Glyph 84: 23x19 (24x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.91956] Locking glyph region: 000000000D6A1950 24 0 24 20
font     D                ttf.c:166  unlock_current_page              [   1.91962] Unlocking page: 000000000D6A1950
font     D                ttf.c:238  alloc_glyph_region               [   1.91969] Glyph 71: 20x19 (20x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.91970] Locking glyph region: 000000000D6A1950 48 0 20 20
font     D                ttf.c:166  unlock_current_page              [   1.91975] Unlocking page: 000000000D6A1950
font     D                ttf.c:238  alloc_glyph_region               [   1.91983] Glyph 85: 23x19 (24x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.91984] Locking glyph region: 000000000D6A1950 68 0 24 20
font     D                ttf.c:166  unlock_current_page              [   1.91989] Unlocking page: 000000000D6A1950
font     D                ttf.c:440  cache_glyph                      [   1.91990] Glyph 2 has zero size.
font     D                ttf.c:238  alloc_glyph_region               [   1.91996] Glyph 80: 25x19 (28x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.91997] Locking glyph region: 000000000D6A1950 92 0 28 20
font     D                ttf.c:166  unlock_current_page              [   1.92003] Unlocking page: 000000000D6A1950
font     D                ttf.c:238  alloc_glyph_region               [   1.92008] Glyph 86: 24x19 (24x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.92008] Locking glyph region: 000000000D6A1950 120 0 24 20
font     D                ttf.c:166  unlock_current_page              [   1.92009] Unlocking page: 000000000D6A1950
font     D                ttf.c:238  alloc_glyph_region               [   1.92016] Glyph 77: 22x19 (24x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.92017] Locking glyph region: 000000000D6A1950 144 0 24 20
font     D                ttf.c:166  unlock_current_page              [   1.92026] Unlocking page: 000000000D6A1950
font     D                ttf.c:238  alloc_glyph_region               [   1.92032] Glyph 91: 27x19 (28x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.92032] Locking glyph region: 000000000D6A1950 168 0 28 20
font     D                ttf.c:166  unlock_current_page              [   1.92033] Unlocking page: 000000000D6A1950
font     D                ttf.c:238  alloc_glyph_region               [   1.92045] Glyph 81: 25x19 (28x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.92045] Locking glyph region: 000000000D6A1950 196 0 28 20
font     D                ttf.c:166  unlock_current_page              [   1.92051] Unlocking page: 000000000D6A1950
font     D                ttf.c:238  alloc_glyph_region               [   1.92056] Glyph 67: 27x19 (28x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.92057] Locking glyph region: 000000000D6A1950 224 0 28 20
font     D                ttf.c:166  unlock_current_page              [   1.92058] Unlocking page: 000000000D6A1950
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.92610] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.92611] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.92698] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.92699] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.14467] opening .\img\setting-bg.jpg rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.14790] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.14791] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.14792] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.14792] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.14792] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.14793] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.14793] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.14793] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.14793] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   3.14794] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   3.14794] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   3.14795] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   3.14795] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.14823] added dtor for bitmap 000000000D6A1630, func 0000000061AC1BC7
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.16210] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.16214] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.16214] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.16214] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.16215] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.16215] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.16218] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.16218] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.16218] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   3.16221] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   3.16221] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   3.16224] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   3.16224] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.16282] added dtor for bitmap 000000000D6A0E60, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [   3.16284] removed dtor for bitmap 000000000D6A1630
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.16832] opening .\img\img_single.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.17296] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.17298] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.17299] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.17300] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.17300] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.17301] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.17301] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.17302] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.17302] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   3.17303] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   3.17304] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   3.17304] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   3.17305] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.17398] added dtor for bitmap 000000000D6A0FF0, func 0000000061AC1BC7
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.17723] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.17724] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.17724] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.17725] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.17725] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.17726] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.17726] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.17726] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.17727] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   3.17727] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   3.17727] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   3.17728] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   3.17728] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.17748] added dtor for bitmap 000000000D6A1310, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [   3.17752] removed dtor for bitmap 000000000D6A0FF0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.18099] opening .\img\img_double.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.18406] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.18407] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.18407] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.18407] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.18408] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.18408] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.18408] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.18409] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.18409] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   3.18409] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   3.18410] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   3.18410] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   3.18411] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.18439] added dtor for bitmap 000000000D6A17C0, func 0000000061AC1BC7
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.18836] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.18837] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.18838] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.18838] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.18839] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.18839] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.18839] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.18840] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.18840] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   3.18840] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   3.18841] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   3.18841] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   3.18842] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.18863] added dtor for bitmap 000000000D6A0FF0, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [   3.18866] removed dtor for bitmap 000000000D6A17C0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.19214] opening .\img\img_player1.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.19523] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.19524] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.19524] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.19525] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.19525] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.19526] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.19526] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.19526] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.19527] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   3.19527] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   3.19527] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   3.19528] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   3.19528] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.19609] added dtor for bitmap 000000000D6A1630, func 0000000061AC1BC7
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.19950] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.19951] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.19951] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.19951] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.19952] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.19952] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.19953] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.19953] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.19954] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   3.19954] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   3.19954] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   3.19955] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   3.19955] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.19973] added dtor for bitmap 000000000D6A17C0, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [   3.19976] removed dtor for bitmap 000000000D6A1630
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.20287] opening .\img\img_player2.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20759] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20760] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20760] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20761] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20761] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20762] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20762] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20762] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20763] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   3.20763] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   3.20763] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   3.20764] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   3.20764] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.20777] added dtor for bitmap 000000000D6A1630, func 0000000061AC1BC7
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.21123] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.21124] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.21124] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.21124] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.21125] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.21125] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.21125] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.21126] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.21126] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   3.21127] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   3.21127] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   3.21127] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   3.21128] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.21149] added dtor for bitmap 000000000D6A1AE0, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [   3.21153] removed dtor for bitmap 000000000D6A1630
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.21509] opening .\img\img_player3.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.21812] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.21813] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.21813] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.21814] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.21814] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.21814] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.21815] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.21815] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.21815] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   3.21816] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   3.21816] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   3.21816] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   3.21817] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.21837] added dtor for bitmap 000000000D6A1630, func 0000000061AC1BC7
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.22185] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.22186] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.22187] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.22187] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.22187] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.22188] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.22188] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.22188] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.22188] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   3.22189] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   3.22189] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   3.22190] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   3.22190] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.22212] added dtor for bitmap 000000000D556170, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [   3.22215] removed dtor for bitmap 000000000D6A1630
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.23329] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.23332] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.24864] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.24865] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.24887] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.24888] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.24906] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.24907] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.24922] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.24923] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.24935] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.24936] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   5.65005] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   5.65006]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   5.65007]  0.000000 0.707107
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   5.66082] Loading sample .\img\shot.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.66084] opening .\img\shot.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   5.66109] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   5.66109] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   5.66110] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   5.66110] total_samples 17280
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   5.66110] total_size 69120
dtor     D               dtor.c:196  _al_register_destructor          [   5.66238] added dtor for sample 000000000277A700, func 0000000061BEB67C
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   5.66548] Loading sample .\img\magic.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.66548] opening .\img\magic.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   5.66596] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   5.66596] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   5.66597] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   5.66597] total_samples 100224
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   5.66597] total_size 400896
dtor     D               dtor.c:196  _al_register_destructor          [   5.67082] added dtor for sample 000000000277A520, func 0000000061BEB67C
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   5.67390] Loading sample .\img\bomb.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.67391] opening .\img\bomb.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   5.67454] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   5.67454] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   5.67455] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   5.67455] total_samples 50792
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   5.67455] total_size 203168
dtor     D               dtor.c:196  _al_register_destructor          [   5.67793] added dtor for sample 0000000002764500, func 0000000061BEB67C
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   5.68129] Loading sample .\img\bigbomb.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.68130] opening .\img\bigbomb.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   5.68192] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   5.68193] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   5.68193] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   5.68193] total_samples 115525
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   5.68194] total_size 462100
dtor     D               dtor.c:196  _al_register_destructor          [   5.68704] added dtor for sample 000000000277A490, func 0000000061BEB67C
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   5.69025] Loading sample .\img\knife.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.69026] opening .\img\knife.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   5.69068] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   5.69068] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   5.69069] rate 48000
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   5.69069] total_samples 29108
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   5.69069] total_size 116432
dtor     D               dtor.c:196  _al_register_destructor          [   5.69236] added dtor for sample 00000000026BF570, func 0000000061BEB67C
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.69554] opening .\img\rocket-4.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.69563] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.69564] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.69564] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.69565] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.69565] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.69565] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.69566] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.69566] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.69566] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   5.69567] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   5.69567] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   5.69567] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   5.69568] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   5.69573] added dtor for bitmap 000000000D5567B0, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.69889] opening .\img\rocket-3.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.69896] Fake format
