stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Tsao Han Wen\Desktop\GITHUB\hello_git\final\allegroRedemo\bin\Debug\allegro5.cfg r
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   1.82927] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   1.82927] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   1.82928] Chose bitmap format 9
font     D                ttf.c:238  alloc_glyph_region               [   1.83055] Glyph 50: 22x19 (24x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.83056] Locking glyph region: 000000000D5A1670 0 0 24 20
font     D                ttf.c:166  unlock_current_page              [   1.83084] Unlocking page: 000000000D5A1670
font     D                ttf.c:238  alloc_glyph_region               [   1.83092] Glyph 84: 23x19 (24x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.83093] Locking glyph region: 000000000D5A1670 24 0 24 20
font     D                ttf.c:166  unlock_current_page              [   1.83103] Unlocking page: 000000000D5A1670
font     D                ttf.c:238  alloc_glyph_region               [   1.83110] Glyph 71: 20x19 (20x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.83111] Locking glyph region: 000000000D5A1670 48 0 20 20
font     D                ttf.c:166  unlock_current_page              [   1.83117] Unlocking page: 000000000D5A1670
font     D                ttf.c:238  alloc_glyph_region               [   1.83125] Glyph 85: 23x19 (24x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.83125] Locking glyph region: 000000000D5A1670 68 0 24 20
font     D                ttf.c:166  unlock_current_page              [   1.83131] Unlocking page: 000000000D5A1670
font     D                ttf.c:440  cache_glyph                      [   1.83132] Glyph 2 has zero size.
font     D                ttf.c:238  alloc_glyph_region               [   1.83137] Glyph 80: 25x19 (28x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.83138] Locking glyph region: 000000000D5A1670 92 0 28 20
font     D                ttf.c:166  unlock_current_page              [   1.83144] Unlocking page: 000000000D5A1670
font     D                ttf.c:238  alloc_glyph_region               [   1.83149] Glyph 86: 24x19 (24x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.83150] Locking glyph region: 000000000D5A1670 120 0 24 20
font     D                ttf.c:166  unlock_current_page              [   1.83151] Unlocking page: 000000000D5A1670
font     D                ttf.c:238  alloc_glyph_region               [   1.83158] Glyph 77: 22x19 (24x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.83158] Locking glyph region: 000000000D5A1670 144 0 24 20
font     D                ttf.c:166  unlock_current_page              [   1.83164] Unlocking page: 000000000D5A1670
font     D                ttf.c:238  alloc_glyph_region               [   1.83169] Glyph 91: 27x19 (28x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.83170] Locking glyph region: 000000000D5A1670 168 0 28 20
font     D                ttf.c:166  unlock_current_page              [   1.83171] Unlocking page: 000000000D5A1670
font     D                ttf.c:238  alloc_glyph_region               [   1.83177] Glyph 81: 25x19 (28x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.83178] Locking glyph region: 000000000D5A1670 196 0 28 20
font     D                ttf.c:166  unlock_current_page              [   1.83184] Unlocking page: 000000000D5A1670
font     D                ttf.c:238  alloc_glyph_region               [   1.83190] Glyph 67: 27x19 (28x20)
font     D                ttf.c:282  alloc_glyph_region               [   1.83190] Locking glyph region: 000000000D5A1670 224 0 28 20
font     D                ttf.c:166  unlock_current_page              [   1.83191] Unlocking page: 000000000D5A1670
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.83772] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.83773] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.83868] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.83868] _al_d3d_sync_bitmap (video) ref count == 1
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.14554] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.14555]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.14555]  0.000000 0.707107
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   2.15466] Loading sample .\img\shot.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.15469] opening .\img\shot.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   2.15494] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   2.15494] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   2.15495] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   2.15495] total_samples 17280
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   2.15495] total_size 69120
dtor     D               dtor.c:196  _al_register_destructor          [   2.15628] added dtor for sample 000000000274A470, func 0000000061BEB67C
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   2.15917] Loading sample .\img\magic.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.15918] opening .\img\magic.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   2.15971] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   2.15972] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   2.15972] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   2.15972] total_samples 100224
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   2.15973] total_size 400896
dtor     D               dtor.c:196  _al_register_destructor          [   2.16469] added dtor for sample 000000000274A9B0, func 0000000061BEB67C
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   2.16843] Loading sample .\img\bomb.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.16844] opening .\img\bomb.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   2.16901] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   2.16901] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   2.16902] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   2.16902] total_samples 50792
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   2.16903] total_size 203168
dtor     D               dtor.c:196  _al_register_destructor          [   2.17233] added dtor for sample 000000000274AC80, func 0000000061BEB67C
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   2.17547] Loading sample .\img\bigbomb.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.17548] opening .\img\bigbomb.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   2.17602] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   2.17602] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   2.17603] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   2.17603] total_samples 115525
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   2.17603] total_size 462100
dtor     D               dtor.c:196  _al_register_destructor          [   2.18101] added dtor for sample 000000000274A5C0, func 0000000061BEB67C
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   2.18422] Loading sample .\img\knife.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.18423] opening .\img\knife.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   2.18461] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   2.18462] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   2.18464] rate 48000
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   2.18464] total_samples 29108
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   2.18465] total_size 116432
dtor     D               dtor.c:196  _al_register_destructor          [   2.18631] added dtor for sample 00000000027350F0, func 0000000061BEB67C
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.19000] opening .\img\rocket-4.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19009] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19009] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19010] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19010] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19010] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19011] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19011] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19011] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19012] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   2.19012] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   2.19012] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   2.19013] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   2.19013] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.19040] added dtor for bitmap 000000000D5A0B80, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.19379] opening .\img\rocket-3.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19388] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19389] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19389] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19389] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19390] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19390] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19390] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19391] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19391] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   2.19391] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   2.19392] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   2.19392] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   2.19393] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.19416] added dtor for bitmap 000000000D59F8C0, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.19798] opening .\img\rocket-1.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19805] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19806] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19806] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19806] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19807] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19807] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19807] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19808] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.19808] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   2.19808] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   2.19808] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   2.19809] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   2.19809] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.19840] added dtor for bitmap 000000000D59FA50, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.20173] opening .\img\boss_bullet.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20181] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20182] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20182] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20182] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20183] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20183] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20183] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20184] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20184] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   2.20184] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   2.20185] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   2.20185] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   2.20185] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.20203] added dtor for bitmap 000000000D59FF00, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.20543] opening .\img\image12.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20552] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20554] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20554] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20555] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20555] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20555] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20556] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20556] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20556] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   2.20557] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   2.20557] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   2.20558] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   2.20558] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.20579] added dtor for bitmap 000000000D5A06D0, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.20915] opening .\img\knif.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20921] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20922] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20922] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20923] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20923] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20923] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20924] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20924] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.20924] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   2.20924] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   2.20925] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   2.20925] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   2.20926] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.20949] added dtor for bitmap 000000000D59FBE0, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.21381] opening .\img\rocket-1.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.21387] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.21388] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.21388] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.21389] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.21389] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.21389] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.21390] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.21390] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.21390] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   2.21391] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   2.21391] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   2.21391] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   2.21392] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.21418] added dtor for bitmap 000000000D59FD70, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.21740] opening .\img\skill_bullet.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.21747] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.21748] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.21748] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.21748] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.21749] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.21749] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.21749] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.21750] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.21750] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   2.21750] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   2.21751] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   2.21751] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   2.21752] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.21775] added dtor for bitmap 000000000D5A0090, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.22111] opening .\img\rocket-2.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.22119] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.22120] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.22120] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.22121] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.22121] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.22121] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.22122] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.22122] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.22122] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   2.22122] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   2.22123] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   2.22123] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   2.22124] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.22147] added dtor for bitmap 000000000D5A11C0, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.22491] opening .\img\star-bg.jpg rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.24754] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.24755] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.24755] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.24756] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.24756] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.24756] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.24757] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.24757] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.24757] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   2.24758] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   2.24758] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   2.24758] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   2.24759] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.24795] added dtor for bitmap 000000000D5A0D10, func 0000000061AC1BC7
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.26745] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.26746] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.26747] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.26747] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.26747] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.26748] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.26748] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.26748] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.26749] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   2.26749] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   2.26749] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   2.26750] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   2.26750] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.27805] added dtor for bitmap 000000000D5A0EA0, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.27808] removed dtor for bitmap 000000000D5A0D10
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.28204] opening .\img\start-bg.jpg rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.28358] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.28359] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.28359] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.28360] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.28360] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.28360] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.28361] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.28361] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.28361] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   2.28361] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   2.28362] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   2.28362] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   2.28363] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.29533] added dtor for bitmap 000000000D5A14E0, func 0000000061AC1BC7
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.30819] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.30820] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.30820] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.30820] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.30821] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.30821] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.30821] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.30822] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.30822] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   2.30823] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   2.30823] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   2.30824] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   2.30824] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.31274] added dtor for bitmap 000000000D5A1350, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.31277] removed dtor for bitmap 000000000D5A14E0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.31660] opening .\img\plane.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.31668] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.31669] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.31669] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.31670] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.31670] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.31670] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.31671] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.31671] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.31671] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   2.31672] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   2.31672] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   2.31673] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   2.31673] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.32695] added dtor for bitmap 000000000D5A0D10, func 0000000061AC1BC7
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.33050] opening .\img\plane.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.33057] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.33058] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   2.33058] Fake format
